ncm,ncm_dot,descrição,categorias/0,categorias/1,categorias/2
39041010,3904.10.10,obtido por processo de suspensão,3904,39041,390410
39041020,3904.10.20,obtido por processo de emulsão,3904,39041,390410
39041090,3904.10.90,outros,3904,39041,390410
39042100,3904.21.00,não plastificado,3904,39042,390421
39042200,3904.22.00,plastificado,3904,39042,390422
39043000,3904.30.00,copolímeros de cloreto de vinila e acetato de vinila,3904,39043,390430
39044010,3904.40.10,com acetato de vinila,3904,39044,390440
39044090,3904.40.90,outros,3904,39044,390440
39045010,3904.50.10,copolímeros de cloreto de vinilideno,3904,39045,390450
39045090,3904.50.90,outros,3904,39045,390450
39046110,3904.61.10,nas formas previstas na nota 6 a) deste capítulo,3904,39046,390461
39046190,3904.61.90,outros,3904,39046,390461
39046910,3904.69.10,copolímero de fluoreto de vinilideno e hexafluorpropileno,3904,39046,390469
39046990,3904.69.90,outros,3904,39046,390469
39049000,3904.90.00,outros,3904,39049,390490
39051200,3905.12.00,em dispersão aquosa,3905,39051,390512
39051910,3905.19.10,com grupos álcool vinílico,3905,39051,390519
39051990,3905.19.90,outros,3905,39051,390519
39052100,3905.21.00,em dispersão aquosa,3905,39052,390521
39052900,3905.29.00,outros,3905,39052,390529
39053000,3905.30.00,poli(álcool vinílico),3905,39053,390530
39059130,3905.91.30,de vinilpirrolidona e acetato de vinila,3905,39059,390591
39059190,3905.91.90,outros,3905,39059,390591
39059910,3905.99.10,poli(vinilformal),3905,39059,390599
39059920,3905.99.20,poli(butiral de vinila),3905,39059,390599
39059930,3905.99.30,poli(vinilpirrolidona) iodada,3905,39059,390599
39059990,3905.99.90,outros,3905,39059,390599
39061000,3906.10.00,poli(metacrilato de metila),3906,39061,390610
39069011,3906.90.11,poli(ácido acrílico) e seus sais,3906,39069,390690
39069012,3906.90.12,sal sódico do poli(ácido acrilamídico),3906,39069,390690
39069019,3906.90.19,outros,3906,39069,390690
39069021,3906.90.21,poli(ácido acrílico) e seus sais,3906,39069,390690
39069022,3906.90.22,copolímero de metacrilato de 2diisopropilaminoetila e metacrilato de ndecila,3906,39069,390690
39069029,3906.90.29,outros,3906,39069,390690
39069031,3906.90.31,poli(ácido acrílico) e seus sais,3906,39069,390690
39069032,3906.90.32,sal sódico do poli(ácido acrilamídico),3906,39069,390690
39069039,3906.90.39,outros,3906,39069,390690
39069041,3906.90.41,poli(ácido acrílico) e seus sais,3906,39069,390690
39069042,3906.90.42,sal sódico do poli(ácido acrilamídico),3906,39069,390690
39069043,3906.90.43,carboxipolimetileno,3906,39069,390690
39069044,3906.90.44,poli(acrilato de sódio),3906,39069,390690
39069045,3906.90.45,copolímero de poli(acrilato de potássio) e poli(acrilamida),3906,39069,390690
39069046,3906.90.46,copolímeros de acrilato de metilaetileno com um conteúdo de acrilato de metila igual ou superior a 50 %,3906,39069,390690
39069047,3906.90.47,copolímero de acrilato de etila,3906,39069,390690
39069049,3906.90.49,outros,3906,39069,390690
39071010,3907.10.10,com carga,3907,39071,390710
39071020,3907.10.20,com carga,3907,39071,390710
39071031,3907.10.31,polidextrose,3907,39071,390710
39071039,3907.10.39,outros,3907,39071,390710
39071041,3907.10.41,polidextrose,3907,39071,390710
39071042,3907.10.42,outros,3907,39071,390710
39071049,3907.10.49,outros,3907,39071,390710
39071091,3907.10.91,em grânulos,3907,39071,390710
39071099,3907.10.99,outros,3907,39071,390710
39072011,3907.20.11,com carga,3907,39072,390720
39072012,3907.20.12,sem carga,3907,39072,390720
39072020,3907.20.20,politetrametilenoeterglicol,3907,39072,390720
39072031,3907.20.31,polietilenoglicol 400,3907,39072,390720
39072039,3907.20.39,outros,3907,39072,390720
39072041,3907.20.41,poli(epicloridrina),3907,39072,390720
39072042,3907.20.42,copolímeros de óxido de etileno,3907,39072,390720
39072049,3907.20.49,outros,3907,39072,390720
39072090,3907.20.90,outros,3907,39072,390720
39073011,3907.30.11,nas formas previstas na nota 6 a) deste capítulo,3907,39073,390730
39073019,3907.30.19,outras,3907,39073,390730
39073021,3907.30.21,copolímero de tetrabromobisfenol a e epicloridrina (resina epóxida bromada),3907,39073,390730
39073022,3907.30.22,outras,3907,39073,390730
39073029,3907.30.29,outras,3907,39073,390730
39074010,3907.40.10,nas formas previstas na nota 6 b) deste capítulo,3907,39074,390740
39074090,3907.40.90,outros,3907,39074,390740
39075010,3907.50.10,nas formas previstas na nota 6 a) deste capítulo,3907,39075,390750
39075090,3907.50.90,outras,3907,39075,390750
39076100,3907.61.00,de um índice de viscosidade de 78 ml/g ou mais,3907,39076,390761
39076900,3907.69.00,outros,3907,39076,390769
39077000,3907.70.00,poli(ácido láctico),3907,39077,390770
39079100,3907.91.00,não saturados,3907,39079,390791
39079911,3907.99.11,com carga de fibra de vidro,3907,39079,390799
39079912,3907.99.12,outros,3907,39079,390799
39079919,3907.99.19,outros,3907,39079,390799
39079991,3907.99.91,nas formas previstas na nota 6 a) deste capítulo,3907,39079,390799
39079992,3907.99.92,poli(epsilon caprolactona),3907,39079,390799
39079999,3907.99.99,outros,3907,39079,390799
39081011,3908.10.11,poliamida11,3908,39081,390810
39081012,3908.10.12,poliamida12,3908,39081,390810
39081013,3908.10.13,poliamida6 ou poliamida6,3908,39081,390810
39081014,3908.10.14,poliamida6 ou poliamida6,3908,39081,390810
39081019,3908.10.19,outras,3908,39081,390810
39081021,3908.10.21,poliamida11,3908,39081,390810
39081022,3908.10.22,poliamida12,3908,39081,390810
39081023,3908.10.23,poliamida6 ou poliamida6,3908,39081,390810
39081024,3908.10.24,poliamida6 ou poliamida6,3908,39081,390810
39081029,3908.10.29,outras,3908,39081,390810
39089010,3908.90.10,copolímero de laurillactama,3908,39089,390890
39089020,3908.90.20,obtidas por condensação de ácidos graxos dimerizados ou trimerizados com etilenaminas,3908,39089,390890
39089090,3908.90.90,outras,3908,39089,390890
39091000,3909.10.00,resinas ureicas; resinas de tioureia,3909,39091,390910
39092011,3909.20.11,melaminaformaldeído,3909,39092,390920
39092019,3909.20.19,outras,3909,39092,390920
39092021,3909.20.21,melaminaformaldeído,3909,39092,390920
39092029,3909.20.29,outras,3909,39092,390920
39093100,3909.31.00,poli(isocianato de fenil metileno) (mdi bruto,3909,39093,390931
39093900,3909.39.00,outras,3909,39093,390939
39094011,3909.40.11,fenolformaldeído,3909,39094,390940
39094019,3909.40.19,outras,3909,39094,390940
39094091,3909.40.91,fenolformaldeído,3909,39094,390940
39094099,3909.40.99,outras,3909,39094,390940
39095011,3909.50.11,soluções em solventes orgânicos,3909,39095,390950
39095012,3909.50.12,em dispersão aquosa,3909,39095,390950
39095019,3909.50.19,outros,3909,39095,390950
39095021,3909.50.21,hidroxilados,3909,39095,390950
39095029,3909.50.29,outros,3909,39095,390950
39100011,3910.00.11,misturas de prépolímeros lineares e cíclicos,3910,39100,391000
39100012,3910.00.12,polidimetilsiloxano,3910,39100,391000
39100013,3910.00.13,copolímeros de dimetilsiloxano com compostos vinílicos,3910,39100,391000
39100019,3910.00.19,outros,3910,39100,391000
39100021,3910.00.21,de vulcanização a quente,3910,39100,391000
39100029,3910.00.29,outros,3910,39100,391000
39100030,3910.00.30,resinas,3910,39100,391000
39100090,3910.00.90,outros,3910,39100,391000
39111010,3911.10.10,com carga,3911,39111,391110
39111021,3911.10.21,resinas de petróleo,3911,39111,391110
39111029,3911.10.29,outros,3911,39111,391110
39119011,3911.90.11,politerpenos modificados quimicamente,3911,39119,391190
39119012,3911.90.12,polieterimidas (pei) e seus copolímeros,3911,39119,391190
39119013,3911.90.13,polietersulfonas (pes) e seus copolímeros,3911,39119,391190
39119014,3911.90.14,poli(sulfeto de fenileno),3911,39119,391190
39119019,3911.90.19,outros,3911,39119,391190
39119021,3911.90.21,politerpenos modificados quimicamente,3911,39119,391190
39119022,3911.90.22,poli(sulfeto de fenileno),3911,39119,391190
39119023,3911.90.23,polietilenaminas,3911,39119,391190
39119024,3911.90.24,polieterimidas (pei) e seus copolímeros,3911,39119,391190
39119025,3911.90.25,polietersulfonas (pes) e seus copolímeros,3911,39119,391190
39119026,3911.90.26,polissulfonas,3911,39119,391190
39119027,3911.90.27,cloreto de hexadimetrina,3911,39119,391190
39119029,3911.90.29,outros,3911,39119,391190
39121110,3912.11.10,com carga,3912,39121,391211
39121120,3912.11.20,sem carga,3912,39121,391211
39121200,3912.12.00,plastificados,3912,39121,391212
39122010,3912.20.10,com carga,3912,39122,391220
39122021,3912.20.21,em álcool,3912,39122,391220
39122029,3912.20.29,outros,3912,39122,391220
39123111,3912.31.11,com um teor de carboximetilcelulose igual ou superior a 75 %,3912,39123,391231
39123119,3912.31.19,outros,3912,39123,391231
39123121,3912.31.21,com um teor de sais igual ou superior a 75 %,3912,39123,391231
39123129,3912.31.29,outros,3912,39123,391231
39123910,3912.39.10,metil,3912,39123,391239
39123920,3912.39.20,outras metilceluloses,3912,39123,391239
39123930,3912.39.30,outras etilceluloses,3912,39123,391239
39123990,3912.39.90,outros,3912,39123,391239
39129010,3912.90.10,propionato de celulose,3912,39129,391290
39129020,3912.90.20,acetobutanoato de celulose,3912,39129,391290
39129031,3912.90.31,em pó,3912,39129,391290
39129039,3912.90.39,outras,3912,39129,391290
39129040,3912.90.40,outras celuloses,3912,39129,391290
39129090,3912.90.90,outros,3912,39129,391290
39131000,3913.10.00,ácido algínico,3913,39131,391310
39139011,3913.90.11,borracha clorada ou cloridratada,3913,39139,391390
39139012,3913.90.12,borracha clorada,3913,39139,391390
39139019,3913.90.19,outros,3913,39139,391390
39139020,3913.90.20,goma xantana,3913,39139,391390
39139030,3913.90.30,dextrana,3913,39139,391390
39139040,3913.90.40,proteínas endurecidas,3913,39139,391390
39139050,3913.90.50,quitosan (chitosan),3913,39139,391390
39139060,3913.90.60,sulfato de condroitina,3913,39139,391390
39139090,3913.90.90,outros,3913,39139,391390
39140011,3914.00.11,de copolímeros de estirenodivinilbenzeno,3914,39140,391400
39140019,3914.00.19,outros,3914,39140,391400
39140090,3914.00.90,outros,3914,39140,391400
39151000,3915.10.00,de polímeros de etileno,3915,39151,391510
39152000,3915.20.00,de polímeros de estireno,3915,39152,391520
39153000,3915.30.00,de polímeros de cloreto de vinila,3915,39153,391530
39159000,3915.90.00,de outro plástico,3915,39159,391590
39161000,3916.10.00,de polímeros de etileno,3916,39161,391610
39162000,3916.20.00,de polímeros de cloreto de vinila,3916,39162,391620
39169010,3916.90.10,monofilamentos,3916,39169,391690
39169090,3916.90.90,outros,3916,39169,391690
39171010,3917.10.10,de proteínas endurecidas,3917,39171,391710
39171021,3917.10.21,fibrosas,3917,39171,391710
39171029,3917.10.29,outras,3917,39171,391710
39172100,3917.21.00,de polímeros de etileno,3917,39172,391721
39172200,3917.22.00,de polímeros de propileno,3917,39172,391722
39172300,3917.23.00,de polímeros de cloreto de vinila,3917,39172,391723
39172900,3917.29.00,de outro plástico,3917,39172,391729
39173100,3917.31.00,tubos flexíveis podendo suportar uma pressão de,3917,39173,391731
39173210,3917.32.10,de copolímeros de etileno,3917,39173,391732
39173221,3917.32.21,tubos capilares,3917,39173,391732
39173229,3917.32.29,outros,3917,39173,391732
39173230,3917.32.30,de poli(tereftalato de etileno),3917,39173,391732
39173240,3917.32.40,de silicones,3917,39173,391732
39173251,3917.32.51,tubos capilares,3917,39173,391732
39173259,3917.32.59,outros,3917,39173,391732
39173290,3917.32.90,outros,3917,39173,391732
39173300,3917.33.00,outros,3917,39173,391733
39173900,3917.39.00,outros,3917,39173,391739
39174010,3917.40.10,do tipo utilizado em linhas de sangue para hemodiálise,3917,39174,391740
39174090,3917.40.90,outros,3917,39174,391740
39181000,3918.10.00,de polímeros de cloreto de vinila,3918,39181,391810
39189000,3918.90.00,de outro plástico,3918,39189,391890
39191010,3919.10.10,de polipropileno,3919,39191,391910
39191020,3919.10.20,de poli(cloreto de vinila),3919,39191,391910
39191090,3919.10.90,outras,3919,39191,391910
39199010,3919.90.10,de polipropileno,3919,39199,391990
39199020,3919.90.20,de poli(cloreto de vinila),3919,39199,391990
39199090,3919.90.90,outras,3919,39199,391990
39201010,3920.10.10,de densidade igual ou superior a 0,3920,39201,392010
39201091,3920.10.91,de densidade inferior a 0,3920,39201,392010
39201099,3920.10.99,outras,3920,39201,392010
39202011,3920.20.11,de largura inferior ou igual a 12,3920,39202,392020
39202012,3920.20.12,de largura inferior ou igual a 50 cm e espessura inferior ou igual a 25 micrômetros (mícrons),3920,39202,392020
39202019,3920.20.19,outras,3920,39202,392020
39202090,3920.20.90,outras,3920,39202,392020
39203000,3920.30.00,de polímeros de estireno,3920,39203,392030
39204310,3920.43.10,de poli(cloreto de vinila),3920,39204,392043
39204390,3920.43.90,outras,3920,39204,392043
39204900,3920.49.00,outras,3920,39204,392049
39205100,3920.51.00,de poli(metacrilato de metila),3920,39205,392051
39205900,3920.59.00,outras,3920,39205,392059
39206100,3920.61.00,de policarbonatos,3920,39206,392061
39206211,3920.62.11,de espessura inferior a 5 micrômetros (mícrons),3920,39206,392062
39206219,3920.62.19,outras,3920,39206,392062
39206291,3920.62.91,com largura superior a 12 cm,3920,39206,392062
39206299,3920.62.99,outras,3920,39206,392062
39206300,3920.63.00,de poliésteres não saturados,3920,39206,392063
39206900,3920.69.00,de outros poliésteres,3920,39206,392069
39207100,3920.71.00,de celulose regenerada,3920,39207,392071
39207310,3920.73.10,de espessura inferior ou igual a 0,3920,39207,392073
39207390,3920.73.90,outras,3920,39207,392073
39207910,3920.79.10,de fibra vulcanizada,3920,39207,392079
39207990,3920.79.90,outros,3920,39207,392079
39209100,3920.91.00,de poli(butiral de vinila),3920,39209,392091
39209200,3920.92.00,de poliamidas,3920,39209,392092
39209300,3920.93.00,de resinas amínicas,3920,39209,392093
39209400,3920.94.00,de resinas fenólicas,3920,39209,392094
39209910,3920.99.10,de silicone,3920,39209,392099
39209920,3920.99.20,de poli(álcool vinílico),3920,39209,392099
39209930,3920.99.30,de polímeros de fluoreto de vinila,3920,39209,392099
39209940,3920.99.40,de poliimida,3920,39209,392099
39209950,3920.99.50,de poli(clorotrifluoretileno),3920,39209,392099
39209990,3920.99.90,outras,3920,39209,392099
39211100,3921.11.00,de polímeros de estireno,3921,39211,392111
39211200,3921.12.00,de polímeros de cloreto de vinila,3921,39211,392112
39211310,3921.13.10,com base poliéster,3921,39211,392113
39211390,3921.13.90,outras,3921,39211,392113
39211400,3921.14.00,de celulose regenerada,3921,39211,392114
39211900,3921.19.00,de outro plástico,3921,39211,392119
39219011,3921.90.11,de resina melaminaformaldeído,3921,39219,392190
39219012,3921.90.12,de polietileno,3921,39219,392190
39219019,3921.90.19,outras,3921,39219,392190
39219020,3921.90.20,de poli(tereftalato de etileno),3921,39219,392190
39219090,3921.90.90,outras,3921,39219,392190
39221000,3922.10.00,banheiras,3922,39221,392210
39222000,3922.20.00,assentos e tampas,3922,39222,392220
39229000,3922.90.00,outros,3922,39229,392290
39231010,3923.10.10,estojos de plástico,3923,39231,392310
39231090,3923.10.90,outros,3923,39231,392310
39232110,3923.21.10,de capacidade inferior ou igual a 1.000 cm3,3923,39232,392321
39232190,3923.21.90,outros,3923,39232,392321
39232910,3923.29.10,de capacidade inferior ou igual a 1.000 cm3,3923,39232,392329
39232990,3923.29.90,outros,3923,39232,392329
39233000,3923.30.00,garrafões,3923,39233,392330
39234000,3923.40.00,bobinas,3923,39234,392340
39235000,3923.50.00,rolhas,3923,39235,392350
39239000,3923.90.00,outros,3923,39239,392390
39241000,3924.10.00,serviços de mesa e outros utensílios de mesa ou de cozinha,3924,39241,392410
39249000,3924.90.00,outros,3924,39249,392490
39251000,3925.10.00,reservatórios,3925,39251,392510
39252000,3925.20.00,portas,3925,39252,392520
39253000,3925.30.00,postigos,3925,39253,392530
39259010,3925.90.10,de poliestireno expandido (eps),3925,39259,392590
39259090,3925.90.90,outros,3925,39259,392590
39261000,3926.10.00,artigos de escritório e artigos escolares,3926,39261,392610
39262000,3926.20.00,vestuário e seus acessórios (incluindo as luvas,3926,39262,392620
39263000,3926.30.00,guarnições para móveis,3926,39263,392630
39264000,3926.40.00,estatuetas e outros objetos de ornamentação,3926,39264,392640
39269010,3926.90.10,arruelas,3926,39269,392690
39269021,3926.90.21,de transmissão,3926,39269,392690
39269022,3926.90.22,transportadoras,3926,39269,392690
39269030,3926.90.30,bolsas para uso em medicina (hemodiálise e usos semelhantes),3926,39269,392690
39269040,3926.90.40,artigos de laboratório ou de farmácia,3926,39269,392690
39269050,3926.90.50,acessórios do tipo utilizado em linhas de sangue para hemodiálise,3926,39269,392690
39269061,3926.90.61,de tetrafluoretileno e éter perfluorometilvinil,3926,39269,392690
39269069,3926.90.69,outros,3926,39269,392690
39269090,3926.90.90,outras,3926,39269,392690
40011000,4001.10.00,látex de borracha natural,4001,40011,400110
40012100,4001.21.00,folhas fumadas,4001,40012,400121
40012200,4001.22.00,borracha natural tecnicamente especificada (tsnr),4001,40012,400122
40012910,4001.29.10,crepadas,4001,40012,400129
40012920,4001.29.20,granuladas ou prensadas,4001,40012,400129
40012990,4001.29.90,outras,4001,40012,400129
40013000,4001.30.00,balata,4001,40013,400130
40021110,4002.11.10,de estirenobutadieno (sbr),4002,40021,400211
40021120,4002.11.20,de estirenobutadieno carboxilada (xsbr),4002,40021,400211
40021911,4002.19.11,em chapas,4002,40021,400219
40021912,4002.19.12,grau alimentício de acordo com o estabelecido pelo food chemical codex,4002,40021,400219
40021919,4002.19.19,outras,4002,40021,400219
40021920,4002.19.20,de estirenobutadieno carboxilada (xsbr),4002,40021,400219
40022010,4002.20.10,óleo,4002,40022,400220
40022090,4002.20.90,outras,4002,40022,400220
40023100,4002.31.00,borracha de isobutenoisopreno (butila) (iir),4002,40023,400231
40023900,4002.39.00,outras,4002,40023,400239
40024100,4002.41.00,látex,4002,40024,400241
40024900,4002.49.00,outras,4002,40024,400249
40025100,4002.51.00,látex,4002,40025,400251
40025900,4002.59.00,outras,4002,40025,400259
40026000,4002.60.00,borracha de isopreno (ir),4002,40026,400260
40027000,4002.70.00,borracha de etilenopropilenodieno não conjugada (epdm),4002,40027,400270
40028000,4002.80.00,misturas dos produtos da posição 40.01 com produtos da presente posição,4002,40028,400280
40029100,4002.91.00,látex,4002,40029,400291
40029910,4002.99.10,borracha estirenoisoprenoestireno,4002,40029,400299
40029920,4002.99.20,borracha etilenopropilenodieno não conjugadopropileno (epdmpropileno),4002,40029,400299
40029930,4002.99.30,borracha acrilonitrilabutadieno hidrogenada,4002,40029,400299
40029990,4002.99.90,outras,4002,40029,400299
40030000,4003.00.00,borracha regenerada,4003,40030,400300
40040000,4004.00.00,desperdícios,4004,40040,400400
40051010,4005.10.10,borracha etilenopropilenodieno não conjugadopropileno (epdmpropileno),4005,40051,400510
40051090,4005.10.90,outras,4005,40051,400510
40052000,4005.20.00,soluções; dispersões,4005,40052,400520
40059110,4005.91.10,preparações base para a fabricação de gomas de mascar,4005,40059,400591
40059190,4005.91.90,outras,4005,40059,400591
40059910,4005.99.10,preparações base para a fabricação de gomas de mascar,4005,40059,400599
40059990,4005.99.90,outras,4005,40059,400599
40061000,4006.10.00,perfis para recauchutagem,4006,40061,400610
40069000,4006.90.00,outros,4006,40069,400690
40070011,4007.00.11,recobertos com silicone,4007,40070,400700
40070019,4007.00.19,outros,4007,40070,400700
40070020,4007.00.20,cordas,4007,40070,400700
40081100,4008.11.00,chapas,4008,40081,400811
40081900,4008.19.00,outros,4008,40081,400819
40082100,4008.21.00,chapas,4008,40082,400821
40082900,4008.29.00,outros,4008,40082,400829
40091100,4009.11.00,sem acessórios,4009,40091,400911
40091210,4009.12.10,com uma pressão de ruptura igual ou superior a 17,4009,40091,400912
40091290,4009.12.90,outros,4009,40091,400912
40092110,4009.21.10,com uma pressão de ruptura igual ou superior a 17,4009,40092,400921
40092190,4009.21.90,outros,4009,40092,400921
40092210,4009.22.10,com uma pressão de ruptura igual ou superior a 17,4009,40092,400922
40092290,4009.22.90,outros,4009,40092,400922
40093100,4009.31.00,sem acessórios,4009,40093,400931
40093210,4009.32.10,com uma pressão de ruptura igual ou superior a 17,4009,40093,400932
40093290,4009.32.90,outros,4009,40093,400932
40094100,4009.41.00,sem acessórios,4009,40094,400941
40094210,4009.42.10,com uma pressão de ruptura igual ou superior a 17,4009,40094,400942
40094290,4009.42.90,outros,4009,40094,400942
40101100,4010.11.00,reforçadas apenas com metal,4010,40101,401011
40101200,4010.12.00,reforçadas apenas com matérias têxteis,4010,40101,401012
40101900,4010.19.00,outras,4010,40101,401019
40103100,4010.31.00,correias de transmissão sem fim,4010,40103,401031
40103200,4010.32.00,correias de transmissão sem fim,4010,40103,401032
40103300,4010.33.00,correias de transmissão sem fim,4010,40103,401033
40103400,4010.34.00,correias de transmissão sem fim,4010,40103,401034
40103500,4010.35.00,correias de transmissão sem fim,4010,40103,401035
40103600,4010.36.00,correias de transmissão sem fim,4010,40103,401036
40103900,4010.39.00,outras,4010,40103,401039
40111000,4011.10.00,do tipo utilizado em automóveis de passageiros (incluindo os veículos de uso misto (station wagons) e os automóveis de corrida),4011,40111,401110
40112010,4011.20.10,de medida 11,4011,40112,401120
40112090,4011.20.90,outros,4011,40112,401120
40113000,4011.30.00,do tipo utilizado em veículos aéreos,4011,40113,401130
40114000,4011.40.00,do tipo utilizado em motocicletas,4011,40114,401140
40115000,4011.50.00,do tipo utilizado em bicicletas,4011,40115,401150
40117010,4011.70.10,nas seguintes medidas: 4,4011,40117,401170
40117090,4011.70.90,outros,4011,40117,401170
40118010,4011.80.10,radiais,4011,40118,401180
40118020,4011.80.20,outros,4011,40118,401180
40118090,4011.80.90,outros,4011,40118,401180
40119010,4011.90.10,com seção de largura igual ou superior a 1.143 mm (45”),4011,40119,401190
40119090,4011.90.90,outros,4011,40119,401190
40121100,4012.11.00,do tipo utilizado em automóveis de passageiros (incluindo os veículos de uso misto (station wagons) e os automóveis de corrida),4012,40121,401211
40121200,4012.12.00,do tipo utilizado em ônibus (autocarros*) ou caminhões,4012,40121,401212
40121300,4012.13.00,do tipo utilizado em veículos aéreos,4012,40121,401213
40121900,4012.19.00,outros,4012,40121,401219
40122000,4012.20.00,pneumáticos usados,4012,40122,401220
40129010,4012.90.10,flaps,4012,40129,401290
40129090,4012.90.90,outros,4012,40129,401290
40131010,4013.10.10,para pneumáticos do tipo utilizado em ônibus ou caminhões,4013,40131,401310
40131090,4013.10.90,outras,4013,40131,401310
40132000,4013.20.00,do tipo utilizado em bicicletas,4013,40132,401320
40139000,4013.90.00,outras,4013,40139,401390
40141000,4014.10.00,preservativos,4014,40141,401410
40149010,4014.90.10,bolsas para gelo ou para água quente,4014,40149,401490
40149090,4014.90.90,outros,4014,40149,401490
40151100,4015.11.00,para cirurgia,4015,40151,401511
40151900,4015.19.00,outras,4015,40151,401519
40159000,4015.90.00,outros,4015,40159,401590
40161010,4016.10.10,partes de veículos automóveis ou tratores e de máquinas ou aparelhos,4016,40161,401610
40161090,4016.10.90,outras,4016,40161,401610
40169100,4016.91.00,revestimentos para pisos (pavimentos) e capachos,4016,40169,401691
40169200,4016.92.00,borrachas de apagar,4016,40169,401692
40169300,4016.93.00,juntas,4016,40169,401693
40169400,4016.94.00,defensas,4016,40169,401694
40169510,4016.95.10,de salvamento,4016,40169,401695
40169590,4016.95.90,outros,4016,40169,401695
40169910,4016.99.10,tampões vedadores para capacitores,4016,40169,401699
40169990,4016.99.90,outras,4016,40169,401699
40170000,4017.00.00,borracha endurecida (ebonite,4017,40170,401700
41012000,4101.20.00,couros e peles em bruto,4101,41012,410120
41015010,4101.50.10,sem dividir,4101,41015,410150
41015020,4101.50.20,divididos,4101,41015,410150
41015030,4101.50.30,divididos,4101,41015,410150
41019010,4101.90.10,sem dividir,4101,41019,410190
41019020,4101.90.20,divididos,4101,41019,410190
41019030,4101.90.30,divididos,4101,41019,410190
41021000,4102.10.00,com lã (não depiladas),4102,41021,410210
41022100,4102.21.00,piqueladas,4102,41022,410221
41022900,4102.29.00,outras,4102,41022,410229
41032000,4103.20.00,de répteis,4103,41032,410320
41033000,4103.30.00,de suínos,4103,41033,410330
41039000,4103.90.00,outros,4103,41039,410390
41041111,4104.11.11,couros e peles inteiros,4104,41041,410411
41041112,4104.11.12,outros couros e peles inteiros,4104,41041,410411
41041113,4104.11.13,outros couros e peles de bovinos (incluindo os búfalos),4104,41041,410411
41041114,4104.11.14,outros couros e peles de bovinos (incluindo os búfalos),4104,41041,410411
41041119,4104.11.19,outros,4104,41041,410411
41041121,4104.11.21,couros e peles inteiros,4104,41041,410411
41041122,4104.11.22,outros couros e peles inteiros,4104,41041,410411
41041123,4104.11.23,outros couros e peles de bovinos (incluindo os búfalos),4104,41041,410411
41041124,4104.11.24,outros couros e peles de bovinos (incluindo os búfalos),4104,41041,410411
41041129,4104.11.29,outros,4104,41041,410411
41041910,4104.19.10,couros e peles inteiros,4104,41041,410419
41041920,4104.19.20,outros couros e peles inteiros,4104,41041,410419
41041930,4104.19.30,outros couros e peles de bovinos (incluindo os búfalos),4104,41041,410419
41041940,4104.19.40,outros couros e peles de bovinos (incluindo os búfalos),4104,41041,410419
41041990,4104.19.90,outros,4104,41041,410419
41044110,4104.41.10,couros e peles inteiros,4104,41044,410441
41044120,4104.41.20,outros couros e peles de bovinos (incluindo os búfalos),4104,41044,410441
41044130,4104.41.30,outros couros e peles de bovinos (incluindo os búfalos),4104,41044,410441
41044190,4104.41.90,outros,4104,41044,410441
41044910,4104.49.10,couros e peles inteiros,4104,41044,410449
41044920,4104.49.20,outros couros e peles de bovinos (incluindo os búfalos),4104,41044,410449
41044990,4104.49.90,outros,4104,41044,410449
41051010,4105.10.10,com précurtimenta vegetal,4105,41051,410510
41051021,4105.10.21,ao cromo (wetblue),4105,41051,410510
41051029,4105.10.29,outras,4105,41051,410510
41051090,4105.10.90,outras,4105,41051,410510
41053000,4105.30.00,no estado seco (crust),4105,41053,410530
41062110,4106.21.10,com précurtimenta vegetal,4106,41062,410621
41062121,4106.21.21,ao cromo (wetblue),4106,41062,410621
41062129,4106.21.29,outros,4106,41062,410621
41062190,4106.21.90,outros,4106,41062,410621
41062200,4106.22.00,no estado seco (crust),4106,41062,410622
41063110,4106.31.10,simplesmente curtidos ao cromo (wetblue),4106,41063,410631
41063190,4106.31.90,outros,4106,41063,410631
41063200,4106.32.00,no estado seco (crust),4106,41063,410632
41064000,4106.40.00,de répteis,4106,41064,410640
41069100,4106.91.00,no estado úmido (incluindo wetblue),4106,41069,410691
41069200,4106.92.00,no estado seco (crust),4106,41069,410692
41071110,4107.11.10,couros e peles de bovinos (incluindo os búfalos),4107,41071,410711
41071120,4107.11.20,outros couros e peles de bovinos (incluindo os búfalos),4107,41071,410711
41071190,4107.11.90,outros,4107,41071,410711
41071210,4107.12.10,couros e peles de bovinos (incluindo os búfalos),4107,41071,410712
41071220,4107.12.20,outros couros e peles de bovinos (incluindo os búfalos),4107,41071,410712
41071290,4107.12.90,outros,4107,41071,410712
41071910,4107.19.10,couros e peles de bovinos (incluindo os búfalos),4107,41071,410719
41071920,4107.19.20,outros couros e peles de bovinos (incluindo os búfalos),4107,41071,410719
41071990,4107.19.90,outros,4107,41071,410719
41079110,4107.91.10,de bovinos (incluindo os búfalos),4107,41079,410791
41079190,4107.91.90,outros,4107,41079,410791
41079210,4107.92.10,de bovinos (incluindo os búfalos),4107,41079,410792
41079290,4107.92.90,outros,4107,41079,410792
41079910,4107.99.10,de bovinos (incluindo os búfalos),4107,41079,410799
41079990,4107.99.90,outros,4107,41079,410799
41120000,4112.00.00,couros preparados após curtimenta ou após secagem (crusting) e couros e peles apergaminhados,4112,41120,411200
41131010,4113.10.10,curtidos ao cromo,4113,41131,411310
41131090,4113.10.90,outros,4113,41131,411310
41132000,4113.20.00,de suínos,4113,41132,411320
41133000,4113.30.00,de répteis,4113,41133,411330
